"SYMBOL ","COMPANY ","REGULATION ","NAME OF THE ACQUIRER/DISPOSER ","CATEGORY OF PERSON ","TYPE OF SECURITY (PRIOR) ","NO. OF SECURITY (PRIOR) ","% SHAREHOLDING (PRIOR) ","TYPE OF SECURITY (ACQUIRED/DISPLOSED) ","NO. OF SECURITIES (ACQUIRED/DISPLOSED) ","VALUE OF SECURITY (ACQUIRED/DISPLOSED) ","ACQUISITION/DISPOSAL TRANSACTION TYPE ","TYPE OF SECURITY (POST) ","NO. OF SECURITY (POST) ","% POST ","DATE OF ALLOTMENT/ACQUISITION FROM ","DATE OF ALLOTMENT/ACQUISITION TO ","DATE OF INITMATION TO COMPANY ","MODE OF ACQUISITION ","DERIVATIVE TYPE SECURITY ","DERIVATIVE CONTRACT SPECIFICATION ","NOTIONAL VALUE(BUY) ","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) ","NOTIONAL VALUE(SELL) ","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) ","EXCHANGE ","REMARK ","BROADCASTE DATE AND TIME ","XBRL "
"JUSTDIAL","Just Dial Limited","7(2)","Vishal Jitendra Parikh","Employees/Designated Employees","Equity Shares","9000","0.01",,"7000","5188375","Sell","Equity Shares","2000","0.00","09-Sep-2019","09-Sep-2019","12-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1056876_136329_16092019062956_WEB.xml"
"JAYBARMARU","Jay Bharat Maruti Limited","7(2)","SUPER AUTO INDUSTRIES PRIVATE LIMITED","Promoters","Equity Shares","495662","2.28",,"2283","320830.22","Sell","Equity Shares","493379","2.28","19-Aug-2019","19-Aug-2019","11-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:22","https://archives.nseindia.com/corporate/xbrl/IT_1056874_136328_16092019062250_WEB.xml"
"JAYBARMARU","Jay Bharat Maruti Limited","7(2)","SUPER AUTO INDUSTRIES PRIVATE LIMITED","Promoters","Equity Shares","500662","2.31",,"5000","710444.17","Sell","Equity Shares","495662","2.29","08-Aug-2019","08-Aug-2019","11-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:22","https://archives.nseindia.com/corporate/xbrl/IT_1056874_136328_16092019062250_WEB.xml"
"JAYBARMARU","Jay Bharat Maruti Limited","7(2)","SUPER AUTO INDUSTRIES PRIVATE LIMITED","Promoters","Equity Shares","503662","2.32",,"3000","422131.40","Sell","Equity Shares","500662","2.31","07-Aug-2019","07-Aug-2019","11-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:22","https://archives.nseindia.com/corporate/xbrl/IT_1056874_136328_16092019062250_WEB.xml"
"AUBANK","AU Small Finance Bank Limited","7(2)","MANOJ TIBREWAL","Employees/Designated Employees","Equity Shares","1396725","0.48",,"5000","3340500","Sell","Equity Shares","1391725","0.48","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:22","https://archives.nseindia.com/corporate/xbrl/IT_1056875_136327_16092019062244_WEB.xml"
"EKC","Everest Kanto Cylinder Limited","7(2)","Suman Khurana","Promoters","Equity Shares","15403999","13.73",,"16205","384629.80","Buy","Equity Shares","15420204","13.74","16-Sep-2019","16-Sep-2019","16-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:13","https://archives.nseindia.com/corporate/xbrl/IT_1056872_136326_16092019061302_WEB.xml"
"HGINFRA","H.G. Infra Engineering Limited","7(2)","GIRISH PAL SINGH","Promoters","Equity Shares","12478477","19.15",,"6576","1243464","Buy","Equity Shares","12485053","19.16","12-Sep-2019","13-Sep-2019","14-Sep-2019","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","16-Sep-2019 18:11","https://archives.nseindia.com/corporate/xbrl/IT_1056873_136325_16092019061123_WEB.xml"
"SETCO","Setco Automotive Limited","7(2)","Suhasini Somesh Sathe","Director","Equity Shares","Nil","0",,"5000","94970.85","Buy","Equity Shares","5000","0.00","12-Sep-2019","12-Sep-2019","14-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1056871_136324_16092019060920_WEB.xml"
"WOCKPHARMA","Wockhardt Limited","7(2)","Manas Datta","Key Managerial Personnel","Equity Shares","Nil","0",,"2000","10000","Buy","Equity Shares","2000","0.00","10-Sep-2019","10-Sep-2019","12-Sep-2019","ESOP","-","-","0","0","0","0","NA","-","16-Sep-2019 18:07","https://archives.nseindia.com/corporate/xbrl/IT_1056870_136323_16092019060745_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","MRINAL SINGH","Employees/Designated Employees","Equity Shares","144375","0",,"144375","58999928","Sell","Equity Shares","Nil","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Shilpa Kumar","Employees/Designated Employees","Equity Shares","983005","0",,"20000","8282158.45","Sell","Equity Shares","963005","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SANDEEP BAKHSHI","Key Managerial Personnel","Equity Shares","404505","0",,"24500","9996000","Sell","Equity Shares","380005","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","PAVITRA KUMAR","Employees/Designated Employees","Equity Shares","5610","0",,"5610","2292800","Sell","Equity Shares","Nil","0.00","13-Sep-2019","13-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Siddharth Srivastava","Employees/Designated Employees","Equity Shares","4750","0",,"3500","1527987","Sell","Equity Shares","1250","0.00","30-Aug-2019","12-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Anindya Banerjee","Employees/Designated Employees","Equity Shares","149225","0",,"25000","10174320","Sell","Equity Shares","124225","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SUDHIR DOLE","Employees/Designated Employees","Equity Shares","117800","0",,"17500","7227500","Pledge Invoke","Equity Shares","100300","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","Invocation of pledge","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","JUDHAJIT DAS","Employees/Designated Employees","Equity Shares","38100","0",,"12000","2668320","Buy","Equity Shares","50100","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","ESOP","-","-","0","0","0","0","NA","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SUNIL BAID","Employees/Designated Employees","Equity Shares","8320","0",,"8320","3388783","Sell","Equity Shares","Nil","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","PAVITRA KUMAR","Employees/Designated Employees","Equity Shares","Nil","0",,"5610","1660447.5","Buy","Equity Shares","5610","0.00","03-Sep-2019","06-Sep-2019","13-Sep-2019","ESOP","-","-","0","0","0","0","NA","-","16-Sep-2019 18:00","https://archives.nseindia.com/corporate/xbrl/IT_1056863_136322_16092019060054_WEB.xml"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","7(2)","Dr. Lal PathLabs Employees Welfare Trust","Other","Equity Shares","953261","1.14",,"1146","11460","Sell","Equity Shares","952115","1.14","23-Aug-2019","13-Sep-2019","16-Sep-2019","ESOP","-","-","0","0","0","0","NA","-","16-Sep-2019 17:51","https://archives.nseindia.com/corporate/xbrl/IT_1056865_136321_16092019055153_WEB.xml"
"DABUR","Dabur India Limited","7(2)","Krishan Kumar Chutani","Employees/Designated Employees","Equity Shares","544505","0.03",,"5000","2250000","Sell","Equity Shares","539505","0.03","12-Sep-2019","12-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:51","https://archives.nseindia.com/corporate/xbrl/IT_1056867_136320_16092019055145_WEB.xml"
"SBILIFE","SBI Life Insurance Company Limited","7(2)","State Bank of India","Promoters","Equity Shares","621000000","62.1",,"45000000","35333184546","Sell","Equity Shares","576000000","57.60","12-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:49","https://archives.nseindia.com/corporate/xbrl/IT_1056852_136319_16092019054915_WEB.xml"
"AJANTPHARM","Ajanta Pharma Limited","7(2)","Ravi P Agrawal, trustee Ravi Agrawal trust","Promoters","Equity Shares","12545180","14.38",,"1000000","1046800000","Pledge","Equity Shares","12545180","14.38","12-Sep-2019","12-Sep-2019","16-Sep-2019","Others","-","-","0","0","0","0","NA","-","16-Sep-2019 17:44","https://archives.nseindia.com/corporate/xbrl/IT_1056868_136318_16092019054408_WEB.xml"
"JAGRAN","Jagran Prakashan Limited","7(2)","DEVESH GUPTA","Promoter Group","Equity Shares","38421","0.01",,"41579","2993054.78","Buy","Equity Shares","80000","0.03","12-Sep-2019","12-Sep-2019","14-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:42","https://archives.nseindia.com/corporate/xbrl/IT_1056834_136317_16092019054224_WEB.xml"
"ORICONENT","Oricon Enterprises Limited","7(2)","Himalaya Builders Private Limited","Promoters","Equity Shares","3100390","1.97",,"3100390","4682342","Sell","Equity Shares","Nil","1.97","13-Sep-2019","13-Sep-2019","16-Sep-2019","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","16-Sep-2019 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1056861_136316_16092019053318_WEB.xml"
"ORICONENT","Oricon Enterprises Limited","7(2)","Bigflex Enterprises Private Limited","Promoters","Equity Shares","3100390","1.97",,"3100390","4682342","Buy","Equity Shares","6200780","1.97","13-Sep-2019","13-Sep-2019","16-Sep-2019","Scheme of Amalgamation/Merger/Demerger/Arrangement","-","-","0","0","0","0","NA","-","16-Sep-2019 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1056861_136316_16092019053318_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(3)","Mohan Shenoi","KOTAK MAHINDRA BANK LTD","Equity Shares","367452","0.02",,"2375","3496713","Sell","Equity Shares","365077","0.02","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1056864_136315_16092019053209_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(3)","Arvind Kathpalia","KOTAK MAHINDRA BANK LTD","Equity Shares","460906","0.02",,"2000","2925747","Sell","Equity Shares","458906","0.02","09-Sep-2019","12-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:32","https://archives.nseindia.com/corporate/xbrl/IT_1056864_136315_16092019053209_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Gaurang Shah","Employees/Designated Employees","Equity Shares","822467","0.04",,"8000","11800000.00","Sell","Equity Shares","814467","0.04","16-Sep-2019","16-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:25","https://archives.nseindia.com/corporate/xbrl/IT_1056862_136313_16092019052541_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Bhargesh Ojha","Employees/Designated Employees","Equity Shares","65401","0",,"500","742114.10","Sell","Equity Shares","64901","0.00","13-Sep-2019","13-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:25","https://archives.nseindia.com/corporate/xbrl/IT_1056862_136313_16092019052541_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","Nilesh Garg","Employees/Designated Employees","Equity Shares","15883","0.03",,"3032","2622997","Sell","Equity Shares","12851","0.03","09-Sep-2019","09-Sep-2019","12-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:24","https://archives.nseindia.com/corporate/xbrl/IT_1056860_136312_16092019052447_WEB.xml"
"PODDARHOUS","Poddar Housing and Development Limited","7(2)","Priyanka Vasantrao Kokadwar","Immediate relative","Equity Shares","3827","0.01",,"37","11830","Buy","Equity Shares","3864","0.01","12-Sep-2019","12-Sep-2019","14-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:19","https://archives.nseindia.com/corporate/xbrl/IT_1056859_136311_16092019051934_WEB.xml"
"SUNPHARMA","Sun Pharmaceutical Industries Limited","7(2)","Sailesh T. Desai","Director","Equity Shares","3112747","0.13",,"2000","852240","Sell","Equity Shares","3110747","0.13","16-Sep-2019","16-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:07","https://archives.nseindia.com/corporate/xbrl/IT_1056858_136310_16092019050748_WEB.xml"
"SUNPHARMA","Sun Pharmaceutical Industries Limited","7(2)","Sailesh T. Desai","Director","Equity Shares","3118747","0.13",,"6000","2608716","Sell","Equity Shares","3112747","0.13","12-Sep-2019","12-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:07","https://archives.nseindia.com/corporate/xbrl/IT_1056858_136310_16092019050748_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Piyush Gupta","Other","Equity Shares","1600","0",,"400","491589","Buy","Equity Shares","2000","0.00","26-Jul-2019","26-Jul-2019","30-Jul-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1056857_136309_16092019050140_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Piyush Gupta","Other","Equity Shares","2000","0",,"400","458980","Buy","Equity Shares","2400","0.00","05-Aug-2019","05-Aug-2019","06-Aug-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1056857_136309_16092019050140_WEB.xml"
"RELIANCE","Reliance Industries Limited","7(2)","Piyush Gupta","Other","Equity Shares","2400","0",,"600","731231","Buy","Equity Shares","3000","0.00","12-Sep-2019","12-Sep-2019","13-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 17:01","https://archives.nseindia.com/corporate/xbrl/IT_1056857_136309_16092019050140_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","Vishwavir Ahuja","Key Managerial Personnel","Equity Shares","10002900","2.32",,"25000","3000000","Buy","Equity Shares","10027900","2.33","12-Sep-2019","12-Sep-2019","16-Sep-2019","ESOP","-","-","0","0","0","0","NA","-","16-Sep-2019 16:41","https://archives.nseindia.com/corporate/xbrl/IT_1056856_136271_16092019044131_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","Anshul Chandak","Employees/Designated Employees","Equity Shares","120430","0.03",,"13080","1560600","Buy","Equity Shares","133510","0.03","12-Sep-2019","12-Sep-2019","16-Sep-2019","ESOP","-","-","0","0","0","0","NA","-","16-Sep-2019 16:41","https://archives.nseindia.com/corporate/xbrl/IT_1056856_136271_16092019044131_WEB.xml"
"RBLBANK","RBL Bank Limited","7(2)","Rajiv Janjanam","Employees/Designated Employees","Equity Shares","39970","0.01",,"6120","2271438","Pledge Revoke","Equity Shares","39970","0.01","13-Sep-2019","13-Sep-2019","13-Sep-2019","Revokation of Pledge","-","-","0","0","0","0","NA","-","16-Sep-2019 16:41","https://archives.nseindia.com/corporate/xbrl/IT_1056856_136271_16092019044131_WEB.xml"
"CRISIL","CRISIL Limited","7(2)","Dharmakirti Joshi","Employees/Designated Employees","Equity Shares","10430","0",,"1250","1570591","Sell","Equity Shares","9180","0.00","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:41","https://archives.nseindia.com/corporate/xbrl/IT_1056855_136270_16092019044114_WEB.xml"
"ANANTRAJ","Anant Raj Limited","7(2)","Ashok Sarin","Promoters","Equity Shares","31577710","10.7",,"35000","1238624.97","Buy","Equity Shares","31612710","10.71","12-Sep-2019","12-Sep-2019","14-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1056854_136268_16092019043530_WEB.xml"
"ANANTRAJ","Anant Raj Limited","7(2)","Ashok Sarin","Promoters","Equity Shares","31560210","10.69",,"17500","597862.07","Buy","Equity Shares","31577710","10.70","09-Sep-2019","09-Sep-2019","14-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:35","https://archives.nseindia.com/corporate/xbrl/IT_1056854_136268_16092019043530_WEB.xml"
"20MICRONS","20 Microns Limited","7(2)","AJAY ISHWARLAL RANKAAJAY","Director","Equity Shares","40000","0.11",,"5691","204197.04","Buy","Equity Shares","45691","0.13","13-Sep-2019","13-Sep-2019","13-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:28","https://archives.nseindia.com/corporate/xbrl/IT_1056848_136266_16092019042844_WEB.xml"
"TEJASNET","Tejas Networks Limited","7(2)","NIPUN SAHNI","Employees/Designated Employees","Equity Shares","53124","0.06",,"24012","2262646","Sell","Equity Shares","29112","0.03","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:25","https://archives.nseindia.com/corporate/xbrl/IT_1056853_136265_16092019042540_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","PARAS DESAI","Employees/Designated Employees","Equity Shares","31000","0",,"15500","1013700","Sell","Equity Shares","15500","0.00","13-Sep-2019","13-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:24","https://archives.nseindia.com/corporate/xbrl/IT_1056829_136264_16092019042456_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","ASHISH AGARWAL","Employees/Designated Employees","Equity Shares","75000","0",,"35000","2103500","Sell","Equity Shares","40000","0.00","11-Sep-2019","11-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:24","https://archives.nseindia.com/corporate/xbrl/IT_1056829_136264_16092019042456_WEB.xml"
"YESBANK","Yes Bank Limited","7(2)","AMIT KUMAR","Employees/Designated Employees","Equity Shares","1726422","0.07",,"40000","2680000","Sell","Equity Shares","1686422","0.07","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:24","https://archives.nseindia.com/corporate/xbrl/IT_1056829_136264_16092019042456_WEB.xml"
"SUPRAJIT","Suprajit Engineering Limited","7(2)","Ajith Kumar Rai","Director","Equity Shares","3810897","2.72",,"6000","961320","Buy","Equity Shares","3816897","2.73","05-Sep-2019","05-Sep-2019","16-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:21","https://archives.nseindia.com/corporate/xbrl/IT_1056851_136263_16092019042128_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","ANAMUDI REAO ESTATES LLP","Promoter Group","Equity Shares","44594","0.01",,"10000","4017387","Buy","Equity Shares","54594","0.02","11-Sep-2019","11-Sep-2019","13-Sep-2019","Market Purchase","-","-","0","0","0","0","BSE","-","16-Sep-2019 16:16","https://archives.nseindia.com/corporate/xbrl/IT_1056850_136262_16092019041630_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","ANAMUDI REAO ESTATES LLP","Promoter Group","Equity Shares","54594","0.01",,"33777","13564608","Buy","Equity Shares","88371","0.02","12-Sep-2019","12-Sep-2019","13-Sep-2019","Market Purchase","-","-","0","0","0","0","BSE","-","16-Sep-2019 16:16","https://archives.nseindia.com/corporate/xbrl/IT_1056850_136262_16092019041630_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Asif Ali","Employees/Designated Employees","Equity Shares","15001","0.05",,"2178","3537072","Sell","Equity Shares","12823","0.04","12-Sep-2019","12-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:06","https://archives.nseindia.com/corporate/xbrl/IT_1056849_136259_16092019040620_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Asif Ali","Employees/Designated Employees","Equity Shares","19000","0.07",,"3999","6398440","Sell","Equity Shares","15001","0.05","11-Sep-2019","11-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:06","https://archives.nseindia.com/corporate/xbrl/IT_1056849_136259_16092019040620_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Vikram Varshney","Employees/Designated Employees","Equity Shares","5065","0.02",,"5000","8031523","Sell","Equity Shares","65","0.00","11-Sep-2019","11-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:06","https://archives.nseindia.com/corporate/xbrl/IT_1056849_136259_16092019040620_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Vivek Agrawal","Employees/Designated Employees","Equity Shares","8306","0.03",,"2000","3203080","Sell","Equity Shares","6306","0.02","13-Sep-2019","13-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:06","https://archives.nseindia.com/corporate/xbrl/IT_1056849_136259_16092019040620_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Vivek Agrawal","Employees/Designated Employees","Equity Shares","6306","0.02",,"3000","4862221","Sell","Equity Shares","3306","0.01","13-Sep-2019","13-Sep-2019","15-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:06","https://archives.nseindia.com/corporate/xbrl/IT_1056849_136259_16092019040620_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Abhishek Bhartia","Employees/Designated Employees","Equity Shares","117796","0.41",,"1333","2131511","Sell","Equity Shares","116463","0.40","11-Sep-2019","12-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:06","https://archives.nseindia.com/corporate/xbrl/IT_1056849_136259_16092019040620_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Vikram Varshney","Employees/Designated Employees","Equity Shares","8065","0.03",,"3000","4800221","Sell","Equity Shares","5065","0.02","09-Sep-2019","09-Sep-2019","12-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 16:06","https://archives.nseindia.com/corporate/xbrl/IT_1056849_136259_16092019040620_WEB.xml"
"GLOBOFFS","Global Offshore Services Limited","7(2)","CLEARWELL ENTERPRISES LIMITED","Promoters","Equity Shares","1238250","5.01",,"47000","291080","Sell","Equity Shares","1191250","4.82","26-Aug-2019","30-Aug-2019","03-Sep-2019","Market Sale","-","-","0","0","0","0","BSE","-","16-Sep-2019 15:58","https://archives.nseindia.com/corporate/xbrl/IT_1056847_136257_16092019035835_WEB.xml"
"GLOBOFFS","Global Offshore Services Limited","7(2)","CLEARWELL ENTERPRISES LIMITED","Promoters","Equity Shares","1252250","5.06",,"14000","85400","Sell","Equity Shares","1238250","5.01","22-Aug-2019","23-Aug-2019","26-Aug-2019","Market Sale","-","-","0","0","0","0","BSE","-","16-Sep-2019 15:58","https://archives.nseindia.com/corporate/xbrl/IT_1056847_136257_16092019035835_WEB.xml"
"GLOBOFFS","Global Offshore Services Limited","7(2)","CLEARWELL ENTERPRISES LIMITED","Promoters","Equity Shares","1272250","5.14",,"20000","122800","Sell","Equity Shares","1252250","5.06","19-Aug-2019","21-Aug-2019","23-Aug-2019","Market Sale","-","-","0","0","0","0","BSE","-","16-Sep-2019 15:58","https://archives.nseindia.com/corporate/xbrl/IT_1056847_136257_16092019035835_WEB.xml"
"GLOBOFFS","Global Offshore Services Limited","7(2)","CLEARWELLENTERPRISES LIMITED","Promoters","Equity Shares","1278250","5.17",,"6000","36825","Sell","Equity Shares","1272250","5.14","14-Aug-2019","14-Aug-2019","16-Aug-2019","Market Sale","-","-","0","0","0","0","BSE","-","16-Sep-2019 15:58","https://archives.nseindia.com/corporate/xbrl/IT_1056847_136257_16092019035835_WEB.xml"
"GLOBOFFS","Global Offshore Services Limited","7(2)","CLEARWELL ENTERPRISES LIMITED","Promoters","Equity Shares","1191250","4.81",,"62000","381310","Sell","Equity Shares","1129250","4.57","04-Sep-2019","09-Sep-2019","10-Sep-2019","Market Sale","-","-","0","0","0","0","BSE","-","16-Sep-2019 15:58","https://archives.nseindia.com/corporate/xbrl/IT_1056847_136257_16092019035835_WEB.xml"
"GLOBOFFS","Global Offshore Services Limited","7(2)","CLEARWELL ENTERPRISES LIMITED","Promoters","Equity Shares","1129250","4.57",,"20000","126200","Sell","Equity Shares","1109250","4.89","11-Sep-2019","11-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","BSE","-","16-Sep-2019 15:58","https://archives.nseindia.com/corporate/xbrl/IT_1056847_136257_16092019035835_WEB.xml"
"APOLLOHOSP","Apollo Hospitals Enterprise Limited","7(2)","SUNEETA REDDY","Promoters","Equity Shares","8981695","6.45",,"5000000","7412500000","Sell","Equity Shares","3981695","2.86","12-Sep-2019","12-Sep-2019","13-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 15:35","https://archives.nseindia.com/corporate/xbrl/IT_1056845_136254_16092019033526_WEB.xml"
"ALKEM","Alkem Laboratories Limited","7(2)","Deepak Kumar Singh","Employees/Designated Employees","Equity Shares","3215406","2.69",,"4781","8861169.90","Sell","Equity Shares","3210625","2.68","13-Sep-2019","13-Sep-2019","16-Sep-2019","Market Sale","-","-","0","0","0","0","NSE","-","16-Sep-2019 15:32","https://archives.nseindia.com/corporate/xbrl/IT_1056844_136252_16092019033208_WEB.xml"
"HUBTOWN","Hubtown Limited","7(2)","KHILEN V SHAH","Promoter Group","Equity Shares","2625894","3.61",,"20231","332130","Buy","Equity Shares","2646125","3.64","12-Sep-2019","12-Sep-2019","13-Sep-2019","Market Purchase","-","-","0","0","0","0","NSE","-","16-Sep-2019 15:27","https://archives.nseindia.com/corporate/xbrl/IT_1056843_136251_16092019032734_WEB.xml"
